Date,Title,Content
2009-01-01,Misinformation and the “war on terror”: When memory turns fiction into fact,"If you would be a real seeker after truth, it is necessary that at least once in your life you doubt, as far as possible, all things. (Descartes, <italic>Principles of Philosophy</italic> (1644)) “Simply stated, there is no doubt that Saddam Hussein now has weapons of mass destruction”; “we know where they are.” These statements, made in 2002 and 2003 by the US Vice President, Dick Cheney, and the US Secretary of Defense, Donald Rumsfeld, respectively, turned out to have no basis in fact when the post-invasion search for weapons of mass destruction (WMDs) in Iraq failed to turn up any tools of chemical or biological warfare, let alone the massive stockpiles that US officials insisted had been hidden by the Iraqi regime. Notwithstanding, polls conducted in the United States for up to a year after the invasion, by which time the absence of WMDs had become fully evident and made public, continued to reveal a persistent belief in their existence among 20% to 40% of respondents (Kull <italic>et al</italic>., 2004; PIPA, 2004). Indeed, for several months after President Bush declared the war to have ended (May 1, 2003), some 20% of respondents additionally believed that Iraq had in fact <italic>used</italic> chemical or biological weapons on the battlefield during the immediately preceding conflict (Kull <italic>et al</italic>., 2004.) Lest one think that these figures merely represent some inertia of opinion, with those erroneous beliefs inexorably fading over time, polls conducted in March, 2006, revealed that nearly a quarter of Americans continued to believe that Iraq possessed WMDs just before the invasion (PIPA, 2006)."
2009-01-01,"Hear no, speak no: Sasaki Maki manga and nansensu, circa 1970","The 1960s dawned in Japan with a crisis in liberal political ideals concerning the spoken word. The events of Anpo 60 had shown that force and private interest, rather than open and rational debate, governed postwar parliamentary democracy. Disillusionment with the expressive, communicative and political capacities of speech became a centerpiece of the Japanese counterculture through the 1960s and into the early 1970s. At its most cynical and anti-political, this disenchantment went under the name nansensu (nonsense), a term popular within the Japanese student movement circa 1970. Manga, as a medium in which the representation of speaking activity is central, could not but be affected by the contemporary crisis of the spoken word. This essay considers how the manga of Sasaki Maki (b. 1946) from this period both thematized this crisis and was beset by the problems embodied in the term nansensu. © 2009 BAJS."
2009-01-01,Neolignans and sesquiterpenes from leaves and embryogenic cultures of Ocotea catharinensis (Lauraceae),"The extracts from leaves of Ocotea catharinensis Mez (Lauraceae) were found to contain fourteen neolignans and two sesquiterpenes: nine benzofuran types (including three new compounds 1e, 2f and 4b), one new seco-benzofuran type (3b), two bicyclo[3.2.1]octane types (including the new compound 5c), two new dimers of bicyclo[3.2.1]octane type (7a and 7b) and two sesquiterpenes (including a new humulanol 9). In addition, seven neolignans were also showed to occur in somatic embryos of O. catharinensis including one new bicyclo[3.2.1]octane type (4a). © 2009 Sociedade Brasileira de Química."
2009-01-01,A bicyclo[3.2.1]octanoid neolignan and toxicity of the ethanol extract from the fruit of Ocotea heterochroma,"A new bicyclo[3.2.1]octanoid neolignan rel-(7S,8R,1'S,2'R,3'S)-Δ8'- 2'-hydroxy-5,1',3'-trimethoxy-3,4methylenedioxy-7,3',8,1'-neolignan (1) was isolated from ethanol extract from the fruit of Ocotea heterochroma Mez & Sodiro ex Mez as well as the known compounds β-friedelanol (2), meso-dehydroguaiaretic acid (3), and yangambin (4), whose structures were elucidated on the basis of their comprehensive spectroscopic analysis including 2D NMR data. Lethality bioassay using brine shrimp (Artemia salina Leach) was evaluated with the ethanol extract from the Ocotea heterochroma's fruit. The toxicity of this extract was greater than the toxicity of those fractions obtained in a first solvent partition (benzene, ethyl acetate, and butanol subfractions) and that of a mixture of acetylated 2'-epimers from the new neolignan 1. © 2009 Springer Science+Business Media, Inc."
2009-01-01,"Demographic and urban form correlates of healthful and unhealthful food availability in montréal, canada","Objective: This study sought to extend previous analyses of food insecurity in Montréal by examining the relationship between neighbourhood sociodemographic and urban form variables and sources of food both unhealthful (fast-food outlets, FFO) and healthful (stores selling fruits and vegetables, FVS). Methods: Densities of FFO and FVS were computed for 862 Census tract areas (CTA) (defined as census tract with a 1 -km buffer around its limits) for the Montréal Census Metropolitan Area (CMA). Predictor variables included CTA socio-demographic characteristics reflecting income, household structure, language, and education, and urban form measures, specifically, densities of local roads, main roads, expressways and highways. Food source densities were regressed on CTA characteristics using stepwise regression. Results: Socio-demographic and urban form measures explained 60% and 73% of the variance in densities of FFO and FVS, respectively. FFO were more prevalent in CTA with higher proportions of full-time students and households speaking neither French nor English; lower proportions of married individuals, children and older adults; and more high-traffic roads. FVS were more prevalent in CTA with higher proportions of single residents, university-educated residents and households speaking neither French nor English; lower proportion of French-speakers; and more local roads. Median household income was not related to the density of FFO or FVS. Conclusion: The availability of healthful and unhealthful food varies across the Montréal CMA. Areas with lower education and more French-speaking households have a lesser availability of FVS. The association of FFO with high-traffic roadways and areas with high school attendance suggests a point for intervention via commercial zoning changes. © Canadian Public Health Association, 2009. All rights reserved."
2008-12-01,Space+a: Participating audience on performance stage,"Space+a is a megaphone that produce interactive cheering method in ubiquitous computing world. This megaphone can show the digital photos that you've taken to the wall, and you can also make an effect to the screen by banging or swinging your megaphone in the performance area. Audiences are able to create the whole space by cheering with this megaphone. The purpose of space+a is to let the audience to be more active, and helps to increase the performer's potential. Copyright 2008 ACM."
2008-08-01,Climate change policy and policy change in China,"Solving the climate change problem by limiting global greenhouse gas (GHG) emissions will necessitate action by the world's two largest emitters, he United States and China. Neither has so far committed to quantitative emissions limits. Some argue that China cannot be engaged on the basis of its national interest in climate policy, on the ground that China's national net benefits of limiting greenhouse gas emissions would be negative, as a result of significant GHG abatement costs and potential net gains to China from a warmer world. This premise has led some observers to advocate other approaches to engaging China, such as appeal to moral obligation. This Article argues that appeal to national net benefits is still the best approach to engage China. First, appealing to China's asserted moral obligation to limit its GHG emissions may be ineffective or even counterproductive. Even if climate change is a moral issue for American leaders, framing the issue that way may not be persuasive to Chinese leaders. Second, the concern that China's rational net benefits of climate policy are negative is based on older forecasts of costs and benefits. More recent climate science, of which the Chinese leadership is aware, indicates higher damages to China from climate change and thus greater net benefits to China from climate policy. Third, he public health co-benefits of reducing other air pollutants along with GHGs may make GHG emissions limits look more attractive to China. Fourth, the distribution of climate impacts within China may be as important as the net aggregate: climate change may exacerbate political and social stresses within China, which the leadership may seek to avoid in order to maintain political stability. Fifth, the costs of abatement may decline as innovation in China accelerates. Sixth, as China becomes a great power in world politics, and as climate change affects China's allies, leadership on climate policy may look more favorable to China's elites. Seventh, the design of the international climate treaty regime itself can offer positive incentives to China. Taken together, these factors point to a potential and even ongoing shift in Chinese climate policy. They illustrate how the international law and politics of climate change depend on domestic politics and institutions. And they suggest that the United States, if it too takes effective action, can make the case for enlightened pragmatism as a basis to engage China in a cooperative global climate policy regime."
2008-04-01,Dinner at Vidas's (Informal introductory to the first film by Nikola Tanhofer Nije bilo uzalud),"Analyzing the film Nije bilo uzalud, the first feature film by the Croatian film and photography director Nikola Tanhofer, the essay places it in the context of the Croatian (and Yugoslavian) cinema of the fifties. The essay emphasises its innovativeness based on the principles of the classical plot style (formulated in the USA already in the silent film period), comparable to the principles of the classical German cinema. The thorough analysis of the dialogue scene which takes place in the interior of the Tanhofer's film (the dinner scene) illustrates that in Tanhofer's film the visual attractiveness is not conditioned by spectacular contents (like for example swamp exteriors). Film style produces a special kind of spectacle. Comparing the role of Tanhofer in the Croatian film history with the role of Mileti}, Bauer, Golik, Belan and others, the essay also tries to answer the question of why authors such as Tanhofer did not make the right impact and did not find real successors in the given historical and aesthetic context."
2008-01-01,Introduction to media and politics,"This highly accessible text compares media institutions and political experiences in countries around the world, including the United States, the United Kingdom, and Russia, to enable students to think critically about the central questions in the study of media and politics. The book balances contemporary case studies with explanations of key theories and concepts, and includes a section on political communication research methods, empowering students to fully understand - and conduct their own comparative research into - the impact of media on the political sphere."
2008-01-01,Strong words: The creative writing of engineers,"A number of contemporary engineers who have authored books of poetry, award-winning short fiction, highly-acclaimed creative non-fiction, and best-selling novels are introduced. Their thoughts on engineering, engineering education, the engineering workplace and technical and creative writing are presented. Implications for engineering education and creativity are discussed. © 2008 IEEE."
2007-12-01,"Cultural Citizenship: Cosmopolitanism, consumerism, and television in a neoliberal age","What does it mean to be a ""citizen"" today, in an age of unbridled consumerism, terrorism, militarism, and multinationalism? In this passionate and dazzling book, Toby Miller dares to answer this question with the depth of thought it deserves. Fast-moving and far-ranging, Cultural Citizenship blends fact, theory, observation, and speculation in a way that continually startles and engages the reader. Although he is unabashedly liberal in his politics, Miller is anything but narrow minded. He looks at media coverage of September 11th and the Iraq invasion as well as ""infotainment"" such as Food and Weather channels to see how U.S. TV is serving its citizens as part of ""the global commodity chain."" Repeatedly revealing the crushing grip of the invisible hand of television, Miller shows us what we have given up in our drive to acquire and to ""belong."" For far too long, ""cultural citizenship"" has been a concept invoked without content. With the publication of this book, it has at last been given flesh and substance. © 2007 by Temple University Press. All rights reserved."
2007-12-01,Exporting good governance: Temptations and challenges in Canada's aid program,"Can good governance be exported? International development assistance is more frequently being applied to strengthening governance in developing countries, and in Exporting Good Governance: Temptations and Challenges in Canada's Aid Program, the editors bring together diverse perspectives to investigate whether aid for good governance works. The first section of the book outlines the changing face of international development assistance and ideas of good governance. The second section analyzes six nations: three are countries to which Canada has devoted a significant portion of its aid efforts over the past five to ten years: Ghana, Vietnam, and Bangladesh. Two are newer and more complex ""fragile states,"" where Canada has engaged: Haiti and Afghanistan. These five are then compared with Mauritius, which has enjoyed relatively good governance. The final section looks at challenges and new directions for Canadas development policy."
2007-09-01,"Humanism, Reading, and English Literature 1430-1530","This book traces the influence of humanism on English literature during the fifteenth century, much earlier than the influence is usually thought to be felt. It considers humanist influences on the reception of some of Chaucer's work and on important authors such as John Lydgate, Osbern Bokenham, William Caxton, Sir John Tiptoft, Henry Medwall, and Sir Thomas Elyot, and in many anonymous translations, political treatises, and documents such as On Husbondrie, Knyghthode and Bataile, and Somnium Vigilantis. At its heart is a consideration of William Worcester, the 18h-century scholar. The method is a blend of literary criticism and codicology, informed by an interest in the 'history of reading' more common in studies of the late 16th and 17th centuries than of earlier periods. The book examines evidence in manuscript and early print of the English study and imitation of antiquity, in marginalia on classical works, and in the ways in which people copied and shared translations. It then examines how various English works were shaped by such reading-habits and, in turn, how those English works reshaped the reading-habits of the wider community. Humanism thus, contrary to recent strictures against it, appears not as 'top-down' dissemination but as a practical process of give-and-take between writers and readers. Humanism also prompts writers to imagine their potential readership in ways which challenge them to re-imagine the commonweal, common good, or imagined community of the realm, and the intellectual freedom of the reader."
2007-08-01,Sexual content on mainstream TV advertising: A cross-cultural comparison,"A content analysis of 1,785 American ads and 1,467 Israeli ads maps the representation of sexual content on mainstream TV advertising in the two countries. This content appears in less than 5% of the advertisements. Most of it is mild and portrayed in the conservative context of an established relationship. Explicit material, socially discouraged practices, references to sexual responsibility and complete nudity are extremely rare. Israeli advertisements tend to present a higher share of sexual content than American ads, and male models are more likely to be partially nude than female models-but these differences are minor in extent. © 2007 Springer Science+Business Media, LLC."
2007-04-01,Georgia hospital hit by F3 tornado - All patients evacuated through the ED,"When an F3 tornado severely damaged a hospital in Americus, GA, all patients had to be evacuated through the emergency department. • Fifty-three patients were evacuated by area ambulances and a school bus to other hospitals in the region. • The hospital advises others to have an internal evacuation plan as well as two-way radios, a megaphone to direct staff and volunteers, and additional security. • A temporary treatment area was set up at a local church."
2007-04-01,Georgia hospital hit by F3 tornado--all patients evacuated through the ED.,"When an F3 tornado severely damaged a hospital in Americus, GA, all patients had to be evacuated through the emergency department. Fifty-three patients were evacuated by area ambulances and a school bus to other hospitals in the region. The hospital advises others to have an internal evacuation plan as well as two-way radios, a megaphone to direct staff and volunteers, and additional security. A temporary treatment area was set up at a local church."
2007-01-01,Head-related transfer functions and the physics of spatial hearing,"This chapter explores the physics of hearing using the methods that Lord Rayleigh developed and apply the resulting model to synthesize our own head-related transfer function (HRTF). Most HRTFs are proprietary data sets measured using proprietary techniques. While the numerical algorithm for the purpose of demonstration uses a highly simplistic model, it is useful to generate and visualize HRTF data based on first principles. The HRTF describes the acoustical transfer function that is related to a person’s head. The so-computed information of the generic HRTF contains a spectral dependent runtime, increasing the incoming wave for a reduced and very simple head. The transfer function of any system inserted into a signal path describes the change in sound from input to output. In this example, the amplification factor and all frequency specific changes are part of the acoustical transfer function of the megaphone."
2007-01-01,Europe versus America: A growing clash within the west?,
2007-01-01,Belva Lockwood: The woman who would be president,"In Belva Lockwood: The Woman Who Would Be President, prize-winning legal historian Jill Norgren recounts, for the first time, the life story of one of the nineteenth century's most surprising and accomplished advocates for women's rights. As Norgren shows, Lockwood was fearless in confronting the male establishment, commanding the attention of presidents, members of Congress, influential writers, and everyday Americans. Obscured for too long in the historical shadow of her longtime colleague, Susan B. Anthony, Lockwood steps into the limelight at last in this engaging new biography. Born on a farm in upstate New York in 1830, Lockwood married young and reluctantly became a farmer's wife. After her husband's premature death, however, she earned a college degree, became a teacher, and moved to Washington, DC with plans to become an attorney-an occupation all but closed to women. Not only did she become one of the first female attorneys in the U.S., but in 1879 became the first woman ever allowed to practice at the bar of the Supreme Court. In 1884 Lockwood continued her trailblazing ways as the first woman to run a full campaign for the U.S. Presidency. She ran for President again in 1888. Although her candidacies were unsuccessful (as she knew they would be), Lockwood demonstrated that women could compete with men in the political arena. After these campaigns she worked tirelessly on behalf of the Universal Peace Union, hoping, until her death in 1917, that she, or the organization, would win the Nobel Peace Prize. Belva Lockwood deserves to be far better known. As Norgren notes, it is likely that Lockwood would be widely recognized today as a feminist pioneer if most of her personal papers had not been destroyed after her death. Fortunately for readers, Norgren shares much of her subject's tenacity and she has ensured Lockwood's rightful place in history with this meticulously researched and beautifully written book. © 2007 by New York University. All rights reserved."
2007-01-01,The mass media and terrorism,"The mass media promotes terrorism by stressing fear and an uncertain future. Major changes in US foreign and domestic policy essentially went unreported and unchallenged by the dominant news organizations. Notwithstanding the long relationship in the United States between fear and crime, the role of the mass media in promoting fear has become more pronounced since the United States ‘discovered’ international terrorism on 11 September 2001. Extensive qualitative media analysis shows that political decision-makers quickly adjusted propaganda passages, prepared as part of the Project for the New American Century (PNAC), to emphasize domestic support for the new US role in leading the world. These messages were folded into the previous crime-related discourse of fear, which may be defined as the pervasive communication, symbolic awareness, and expectation that danger and risk are a central feature of everyday life. Politicians marshaled critical symbols and icons joining terrorism with Iraq, the Muslim faith, and a vast number of non-western nations to strategically promote fear and use of audience beliefs and assumptions about danger, risk and fear in order to achieve certain goals, including expanding domestic social control. © 2007, Sage Publications. All rights reserved."
2007-01-01,Approaching the holy household,
2007-01-01,A study on characteristics of exhaust gas temperature uniformity and light-off in motorcycle catalytic converter,"This study represents the temperature uniformity in catalytic converter. Present research model type is a monolithic catalytic converter. This type was been widely used for complying the regulations of pollutant emissions from automobiles. The mean experimental parameters are engine speed and ceramics monolith in the catalytic converter. The experimental test engine model used was the 124.1cc motorcycle engine. The experimental study using thermal imaging method shows the megaphone type model has larger effective area than the basic model. The rate of effective area in the basic model is about 8.9 % and the megaphone type model are 41.52 %, 34.60 %, 33.43 %, 25.43 %, 17.82 % according to the diffuser angle 4° to 8°. In conclusion, the megaphone type monolithic converter has higher efficiency of reducing the pollution with less noise compared to the basic shape. We believe this will be very important as a design guide of the advanced motorcycle."
2007-01-01,Numerical analysis on the pressure characteristic and flow uniformity in a ceramic catalytic converter for motorcycle,"This research represents the catalytic converter for application in the motorcycle. We have to consider about catalytic converter for reducing exhaust gas strength regarding the displacement volume enlargement. The catalytic converter has been widely used to satisfy the regulations of pollutant emissions from automobiles. Recently, all catalytic converter researches are about automobile. Study about motorcycle catalytic converter has not been conducted yet. In this study, flow uniformity and pressure distribution were simulated in the monolithic inlet of catalytic converter for motorcycle. Exhaust pulsation pressure was set as transient condition about. It was found that flow uniformity shown in base model (0.85) was lower than megaphone model (0.98)."
2006-12-01,Democracy's promise: Immigrants and American civic institutions,"The massive demographic changes in the United States during the past few decades have made understanding the place of immigrants in the public sphere more critical than ever. Democracy's Promise examines both the challenges and opportunities posed to American civic institutions by the presence of increasing numbers of immigrants. ""As political parties (perhaps) decline in the United States, as civic organizations (perhaps) move away from direct participatory politics, and as the number of immigrants certainly increases-what will link new Americans to the political realm? Janelle Wong answers this important question clearly, with elegance, nuance, rich description, and galvanizing provocativeness. Her evidence is compelling and her sense of urgency about the need for parties to look beyond short-term interests even more so."" -Jennifer L. Hochschild, Harvard University ""Wong draws on the Latino and Asian immigrant experience, with specific examples from the Chinese and Mexican communities of New York and Los Angeles, to show how the political parties have largely failed to organize these groups and why labor unions and immigrant advocacy organizations have stepped in to take their place. Far from 'disuniting' America, she clearly shows that bringing these groups into the political fray is central to the project of renewing American democracy."" -John Mollenkopf, CUNY Graduate Center ""A scathing critique of the role of parties in the mobilization of new immigrants and an invaluable analysis of alternative pathways of mobilization through community organizations."" -Michael Jones-Correa, Cornell University ""By employing multiple empirical methods, including in-depth interviews and sophisticated survey analyses, Janelle Wong provides a compelling account of the political activities and allegiances of America's Asian and Latino immigrants that challenges much conventional wisdom. Often the political parties are failing to reach out to these groups, and often immigrants remain concerned about their home countries; but they are nonetheless increasingly active in American politics, in ways that may do much to shape the course of American political development in the 21st century. Democracy's Promise is a major contribution to our understanding of this crucial dimension of American politics."" -Rogers M. Smith, University of Pennsylvania ""Democracy's Promise challenges political parties to reexamine their priorities for mobilizing new voters, and identifies the critical role civic institutions play in invigorating participation among immigrant citizens. Wong's analysis is at once precise and expansive; illuminating the contours of Latino and Asian American political incorporation and provoking thoughtful debate on inclusion in democratic theory."" -Jane Junn, Rutgers University Janelle S. Wong is Assistant Professor of Political Science and American Studies and Ethnicity at the University of Southern California. © 2006 University of Michigan Press. All rights reserved."
2006-12-01,Conclusion,
2006-12-01,Terrorism and the politics of fear,"This article examines how news reports about terrorism in five nationally prominent U.S. newspapers reflect the terms and discourse associated with the politics of fear, or decision makers' promotion and use of audience beliefs and assumptions about danger, risk, and fear, to achieve certain goals. Qualitative data analysis of the prevalence and meaning of the words fear, victim, terrorism, and crime 18 months before and after the attacks of September 11, 2001, shows that terrorism and crime are now linked very closely with the expanding use of fear, there was a dramatic increase in linking terrorism to fear, coverage of crime and fear persisted but at a very low rate, and there was a large increase in news reports linking terrorism to victim. The implications for the social constructionist approach to social problems and social control are discussed. © 2006 Sage Publications."
2006-11-01,Catalytic asymmetric reactions using environmentally friendly reagents and catalyst: Asymmetric synthesis versus kinetic resolution,"Kinetic resolution of racemic compounds is a familiar method for the preparation of optically active compounds. However, an inevitable and critical drawback from the point of view of green chemistry is the consequent wastage of half of the starting compound. A catalytic asymmetric synthesis of 5-arylcyclohex-2-enones was developed starting from racemic 5-(trimethylsilyl) cyclohex-2-enone, which overcomes the drawback of kinetic resolution. A chiral amidophosphane- or BINAP-Rh(I)-catalyzed asymmetric conjugate arylation of racemic 5-(trimethylsilyl)cyclohex-2-enone with arylboronic acids in dioxane-water (10:1) afforded trans- and cis-3-aryl-5-(trimethylsilyl) cyclohexanones in reasonably high enantioselectivity. Dehydrosilylation of the product mixture with Cu(II) chloride in dimethylformamide (DMF) gave 5-arylcyclohex-2-enones with up to 93% ee in high yield. Enantiofacial selectivity with chiral phosphane-Rh(I) overrides the trans-diastereoselectivity that is maintained in the achiral or racemic phosphane-Rh(I)-catalyzed conjugate arylation of 5-(trimethylsilyl)cyclohex-2-enone. © 2006 IUPAC."
2006-10-15,"Western intellectuals and the Soviet Union, 1920-40: From Red Square to the Left Bank","Despite the appalling record of the Soviet Union on human rights questions, many western intellectuals with otherwise impeccable liberal credentials were strong supporters the Soviet Union in the interwar period. This book explores how this seemingly impossible situation came about. Focusing in particular on the work of various official and semi-official bodies, including Comintern, the International Association of Revolutionary Writers, the All-Union Society for Cultural Relations with Foreign Countries, and the Foreign Commission of the Soviet Writers' Union, this book shows how cultural propaganda was always a high priority for the Soviet Union, and how successful this cultural propaganda was in seducing so many Western thinkers. © 2007 Ludmila Stern. All rights reserved."
2006-07-01,The decision to begin talks with terrorists: Lessons for policymakers,"Governments have many means to begin a dialogue with terrorist groups. The offer of talks may lead terrorists' constituents to reduce their support for violence, and moderates within a group itself may also turn away from violence. Despite these potential benefits, even the consideration of entering discussions carries many risks. Talks with U.S. officials do indeed reward the use of terrorism, tangibly demonstrating that groups can kill innocents and yet become legitimate interlocutors - a reward that is costly both in terms of reducing the prevalence of this tactic worldwide and because it inevitably angers local allies fighting the groups. Moreover, talks often fail in a variety of ways, giving the terrorists a breathing space to rearm and organize and leaving the government looking foolish. Because talks often fail, policymakers should carefully explore whether the conditions are right for any hope of success before they begin a dialogue."
2006-06-01,Democracy in the information age,
2006-04-13,Conflict terrorism and the media in Asia,"There are many different kinds of sub-national conflicts across Asia, with a variety of causes, but since September 11, 2001 these have been increasingly portrayed as part of the global terrorist threat, to be dealt with by the War on Terror. This major new study examines a wide range of such conflicts, showing how, despite their significant differences, they share the role of the media as interlocutor, and exploring how the media exercises this role. The book raises a number of issues concerning how the media report different forms of political violence and conflict, including issues of impartiality in the media's relations with governments and insurgents, and how the focus on the 'War on Terror' has led to some forms of violence - notably those employed by states for political purposes - to be overlooked. As the issue of international terrorism remains one of the most pressing issues of the modern day, this is a significant and important book which will interest the general reader and scholars from all disciplines."
2006-01-01,Sinn Fein and the media in Northern Ireland: The New Terrain of policy articulation,"This article is an empirical study about Sinn Fein and how the party perceives the role of the news media in relation to its political goals and aspirations within the Northern Ireland peace process. Drawing from interviews carried out with a number of Sinn Fein representatives, it brings to light the organisational priorities of the party when dealing with the news media and provides insights into the various considerations which come into play when trying to shape the news agenda. Importantly, this work offers an original and timely exposition of Sinn Fein’s approach to media strategy and indicates how the party, one of the leading protagonists in the peace process, tries to use the news to develop positions and apply pressures in order to try and shape the communication of policy in Northern Ireland. © 2006 Political Studies Association of Ireland."
2006-01-01,Music: Sound: Technology,"An overview America, Gertrude Stein declared, was “the oldest country in the world because… America created the twentieth century” - not through art or literature, one infers, but through industry and invention. Thus it was Thomas Alva Edison, arguably, who inaugurated modernism in America. He electrified the country, he changed night into day - and he transformed sound for ever. Before Edison's phonograph, sound was ephemeral: Something heard could not be heard again. True, certain sounds - music - could be documented in written scores; but such artifacts merely traced experiences that truly existed only in the moment. Recordings changed all that; and by making sound permanent, they altered music's very nature. “Modern” music, then, is in large part the story of sound technology, of its consequences, and of the responses by musicians and listeners. In the beginning, recordings were mechanical. A reverse megaphone focused sound waves onto a diaphragm to which was attached a stylus; this etched an image of the sound onto a cylinder. To hear the recording, the process was reversed. There was nothing electrical, nothing chemical: The mechanism was wholly consistent with the technology for musical instruments, which took the relatively small sounds produced by an agitated string, a reed, or buzzing lips, and rendered them audible over a substantial distance. The gramophone differed only in that the sound source was a diaphragm activated by a needle driven by grooves in wax."
2006-01-01,We won't pay to see nothing (Bad girls !),"We won't pay to see nothing (Bad girls !) The Bad girls undid the delusive lure, exposing through their performances, the unbridgeable gap between the subject and his fantasy. Nowadays, women, in Contemporary Art, address the issues of the regressive fantasy and the place of the scopic drive : the Bad Girl has handed over to a Little Girl who wishes to be interchangeable - when she does not think she is Alice (which Freud would consider as uncanny) - before ending up with voices...« Talk, we are listening. » We won't pay to see nothing (Bad girls !) The Bad girls undid the delusive lure, exposing through their performances, the unbridgeable gap between the subject and his fantasy. Nowadays, women, in Contemporary Art, address the issues of the regressive fantasy and the place of the scopic drive : the Bad Girl has handed over to a Little Girl who wishes to be interchangeable - when she does not think she is Alice (which Freud would consider as uncanny) - before ending up with voices...« Talk, we are listening. » © érès. Tous droits réserv́s pour tous pays."
2006-01-01,Media and international conflict,
2006-01-01,"Media literacy and ""weather wars:"" hard science and hardball politics at NASA","On one level, global warming has invoked a debate regarding the ecological future of the Earth. Thus, the geophysical stakes are obviously very high. On another level, it is a debate that will determine how the six-plus billion human beings who live on the Earth obtain and use - and profit from - the energy that sustains their lives. It is, thus, a debate about basic changes in an energy paradigm based on fossil fuels. The stakes being wagered by established industrial interests (most notably oil companies) also are enormous. Societal reaction to global warming is profoundly influenced by general public understanding of complex scientific issues. Attempts to influence public opinion (and media literacy) on this issue have been very sharp. The following case study examines concepts of basic media literacy; in this instance, reaction by the George W. Bush White House to findings of scientists on the government payroll whose findings diverge very fundamentally from its own perceptions of global warming's immediacy and dangers. In particular, James E. Hansen, who directs NASA's Goddard Institute for Space Sciences in New York City, stepped into the public arena and turned a gag order into a megaphone, insisting that NASA's mission, to inform the public of scientific reality, was conflicting with a White House position that was mainly shaped by fossil-fuel executives' notions of spin control. This examination outlines Hansen's battles with White House ""spin control"" on climate change during 2005 and 2006, and media reaction to this conflict. © University of Toronto Press."
2006-01-01,Outcome of percutaneous transarterial coil occlusion in patients with isolated patent ductus arteriosus using an upstream-and-push maneuver,"Background: There are limited data on the outcome of percutaneous transarterial coil occlusion for isolated patent ductus arteriosus (PDA) in Taiwan. This study evaluated the 2-year outcome of 52 patients with isolated PDA who received percutaneous transarterial coil occlusion by an upstream-and-push maneuver. Methods: From July 1997 to June 2002, a total of 52 patients (25 infants, 27 children) underwent occlusion of PDA with standard Gianturco coils. There were 39 females and 13 males. Patient age ranged between 7 days and 14 years, and weight was between 3 and 45 kg. Percutaneous transarterial coil occlusion was performed by an upstream-and-push maneuver. Chest auscultations, chest radiographs, and Doppler echocardiography were performed in all patients within 24 hours, and 1, 3, 6, 12 and 24 months after coil occlusion. Results: Mean PDA diameter at the pulmonary end was 2.34 ± 1.00 mm (range, 1.00-4.80 mm). Angiographic classification was megaphone type in 32 patients, window type in seven, tubular type in six, aneurysmal type in three, and elongated conical type in four. Complete PDA occlusion was performed with a single coil in 41 (79%) patients and with multiple coils in 11 (21%). The mean ratio of pulmonary to systemic blood flow was 1.95 ± 0.95 (range, 1.10-5.80) before the procedure, and 1.02 ± 0.04 (range, 1.00-1.20) after the procedure (p < 0.001). Immediate occlusion of the ductus was achieved 15 minutes after the procedure in 44 (85%) patients. Occlusion was achieved in 92% of patients within 24 hours and in 100% of patients by the 1-month follow-up. Follow-up at 24 months after the procedure revealed no complications. Conclusion: Percutaneous transarterial coil occlusion with 5-loop Gianturco coils can be effectively and safely achieved in patients with a PDA minimum diameter < 5 mm. ©2006 Elsevier & Formosan Medical Association."
2005-12-01,High availability considerations for a distributed computer-based railway information system,"In this paper we present an implementation of a computer-based railway information system. This system requires a distributed infrastructure that should offer a high availability. The solution proposed is distributed into three kind of nodes: a node that implements the system interface for administering and monitoring using an ubiquitous web application, a central computer that storage the data and serves as the union nexus and an embedded computer on each station for controlling the station elements (displays, megaphones, etc). The system can also make VoIP connections between the interface and the station. This paper describes the major issues faced during the designing of this railway information systems that are related to achieve a high availability. © 2005 IEEE."
2005-10-17,Ring-closing metathesis for the synthesis of 2H- and 4H-chromenes,"Six 4H-chromenes were synthesized from substituted phenols using vinylstannylation and ring-closing metathesis (RCM) as key steps. In addition, a different approach involving amongst other steps, an aryl allyl isomerization and RCM afforded a set of seven 2H-chromenes from phenolic precursors. © 2005 Elsevier Ltd. All rights reserved."
2005-10-06,The media and peace: From Vietnam to the 'War on terror',"Much is known about the media's role in conflict, but far less is known about the media's role in peace. Graham Spencer's study addresses this deficiency by providing a comparative analysis of reporting conflicts from around the world and examining media receptiveness to the development of peace. This book establishes an argument for the need to rethink journalistic responsibility in relation to peace and interrogates the consequences of news coverage that emphasizes conflict over peace."
