Date,Title,Content
2010-07-01,Specific hemosiderin deposition in spleen induced by a low dose of cisplatin: Altered iron metabolism and its implication as an acute hemosiderin formation model,"Cisplatin is one of the commonly-used chemotherapeutic drugs to efficiently treat malignant tumors in clinic, however, the adverse effects of cisplatin such as nephrotoxicity, neurotoxcity, and hemolytic uremic syndrome are often observed at its clinical doses (∼60 mg/m2), which limit its broader application. In earlier studies, little attention was paid to the subtle changes in the architecture of lymphatic organs after low doses of cisplatin treatment. This paper reviews current understanding of cisplatin-induced erythrocyte injury, and presents our latest finding that a low dose of cisplatin (3.6 mg/m2/day, 14 days) could induce specific hemosiderin deposition in spleen of both normal and hepatoma-22 (H22) inoculated Balb/C mice. This dose of cisplatin significantly inhibited H22-induced acute ascites development. No significant toxicity was induced by this dose of cisplatin to tissues except for hemosiderin accumulation in the spleen of both normal and H22 tumor-bearing mice. Increased splenic iron content and erythrocyte injury were observed after treatment with the low dose of cisplatin. The mRNA levels of ferroportin (FPN1) and ferritin were upregulated by 25 and 5-fold in spleen, respectively. Overexpression of FPN1 and ferritin protein were also been observed at protein levels by Western blotting analysis. In addition, the mRNA expression of hepcidin was also increased, suggesting blockage of iron recycling through FPN1 in spleen with cisplatin treatment. In conclusion, cisplatin treatment damages the erythrocytes which accumulate in the red pulp of spleen with defective recycling of FPN1 and ferritin protein. Hepcidin inhibits the function of FPN1 as iron-exporter leading to iron overloaded inside ferritins of splenic cells, which are stained with abnormal hemosiderin accumulation. These results demonstrate that cisplatin-caused hemosiderin deposition in spleen provides a valuable clue for understanding the molecular basis of toxicity of cisplatin and hemosiderin accumulation and iron metabolism in vivo. © 2010 Bentham Science Publishers Ltd."
2010-07-01,Studies on anti-tumor and antimetastatic activities of fullerenol in a mouse breast cancer model,"The purpose was to examine the anti-tumor and antimetastatic activities of fullerenol and their related mechanisms. Thirty EMT-6 tumor-bearing mice were injected intraperitoneally with 0.1 ml saline or 0.1 ml saline containing fullerenol C60(OH)20 (0.08 and 0.4 mg/ml) daily for 16 days. Using tumor tissues, we investigated imbalances in the oxidative defense system and the expression of several angiogenesis factors. C60(OH)20 exhibits anti-tumor and antimetastatic activities in EMT-6 breast cancer metastasis model. Treatment with C60(OH)20 was found to modulate oxidative stress significantly. The expression of several angiogenesis factors was reduced in tumor tissues after treatment with fullerenol. Importantly, CD31 (also known as PECAM-1, platelet endothelial cell adhesion molecule) expression and vessel density were markedly reduced in tumors from fullerenol-treated mice compared with controls. Modulation of oxidative stress in tumor tissues, inhibition of the formation of angiogenesis factors, and subsequent reduction in tumor vessel density and the nutrient supply to tumor cells could be important mechanisms by which fullerenol aggregates inhibit tumor growth and suppress carcinoma metastasis in vivo. © 2010 Elsevier Ltd. All rights reserved."
2010-06-18,Interchain coupling induced localization/delocalization in coupled one-dimensional ordered and disordered chains,"A different type of system with coupled ordered-disordered chains has given rise to considerable interest recently, as it has a variety of applications in nanostructures and biological systems such as DNA molecules. We investigate the localization/delocalization of coupled one-dimensional systems composed of one disordered chain (chain I) and another ordered chain (chain II), focusing on the interplay among the disorder, correlation, and interchain coupling. We find that for systems where chain I exhibits uncorrelated disorder, charge transport in chain I (II) is enhanced (suppressed), as the disorder in chain I leads to the localization of all states in both chains. However, for chain I with hopping amplitude t1 and long-range correlated disorder (with power-law spectral density and disorder strength W), we find there is a localization/delocalization transition for the case W≤4 t1, induced by interchain coupling. For W>4 t1, we find there is a quantum-phase transition at finite interchain coupling Vc: The interchain coupling induces appearance of two channels of extended states for V> Vc while there is only one channel of extended states for V< Vc. © 2010 The American Physical Society."
2010-06-16,A stretching device for imaging real-time molecular dynamics of live cells adhering to elastic membranes on inverted microscopes during the entire process of the stretch,"We present a device for stretching cells adhering to elastic membranes in equiaxial or uniaxial mode, meanwhile allowing real-time imaging of molecular dynamics of live cells at high resolution on an inverted microscope during the entire process of the stretch. We obtained high-resolution images of stress fibers at each stage of the stretch, and found that stress fibers were shortened after one stretching cycle. We, for the first time, captured real-time images of the process of stress fiber disassembly during stretching. Several adjacent stress fibers appeared to reassemble into a single one after stretching. All these indicated that mechanical stretching played important roles in the rearrangement of actin filaments. This device will be especially useful in studies of the molecular dynamics in the process of mechanotransduction. The device is fabricated on a glass slide through a simple procedure and is adaptable to most ordinary laboratories. © 2010 The Royal Society of Chemistry."
2010-06-15,Using ion-pair reversed-phase HPLC ICP-MS to simultaneously determine Cr(III) and Cr(VI) in urine of chromate workers,"Urinary chromium speciation analysis can provide available information of the individual exposure levels of Cr(VI) compounds. An analytical method based on ion-pair reversed-phase HPLC combined with ICP-MS to simultaneously determine Cr(III) and Cr(VI) in human urine has been developed for assessing the occupational exposure to chromate. The separation conditions of the method, including the pH value, the concentrations of ion-pair reagent and methanol in the mobile phase were studied. Specially, a high-speed polyetheretherketone (PEEK) column and a typical sample introduction method were employed to avoid the exogenous chromium contamination during the analysis. The separation of Cr(III) and Cr(VI) could be finished within 4 min with the detection limits as low as 0.03 μg L-1 at 100 μL injections for both of them, providing a convenient method for routine analysis of chromium species. The chromium species in urine of chromate workers were monitored using the developed method. The statistical analysis showed a significant relationship (n = 32, p < 0.01) between the urinary Cr(VI) and the individual airborne exposure levels, indicating that the urinary Cr(VI) could be used as a convenient and suitable monitor for high level Cr(VI) occupational exposure. © 2010 Elsevier B.V. All rights reserved."
2010-06-01,Toxicity of zinc oxide nanoparticles to zebrafish embryo: A physicochemical study of toxicity mechanism,"The biological impact of engineered nanomaterials released into the aquatic environment is a major concern. In this work, the properties of ZnO nanoparticles (nano-ZnO, 30 nm) were characterized in a water suspension (E3 medium), and a zebrafish 96-h post fertilization (hpf) embryo-larval test was performed to assess the toxicity of nano-ZnO suspension. Nano-ZnO was found to readily form aggregates with different sizes; small aggregates (142.4-517.7 nm) were still suspended in E3 medium, but large aggregates (>1 μm) quickly deposited on the bottom of 24-well plates; nano-ZnO was partially dissolved to Zn species (Zn(dis)) in E3 medium. In the nano-ZnO suspension, small aggregates, Zn(dis), and large aggregates might jointly exert influence on the development of zebrafish embryos. The embryo toxicity test revealed that nano-ZnO killed zebrafish embryos (50 and 100 mg/L), retarded the embryo hatching (1-25 mg/L), reduced the bodylength of larvae, and caused tail malformation after the 96 hpf exposure. Zn(dis) only partially contributed to the toxicity of nano-ZnO. This research highlights the need to further investigate the ecotoxicity of nano-ZnO in the water environment."
2010-05-25,Potent angiogenesis inhibition by the particulate form of fullerene derivatives,"Antiangiogenesis is an effective strategy for cancer treatment because uncontrolled tumor growth depends on tumor angiogenesis and sufficient blood supply. Great progress has been made in developing a ""molecular"" form of angiogenesis inhibitors; however, the narrow inhibition spectrum limits anticancer efficacy as those inhibitors that usually target a few or even a single angiogenic factor among many angiogenic factors might initially be effective but ultimately lead to the failure of the treatment due to the induction of expression of other angiogenic factors. In this work, we report that with a multiple hydroxyl groups functionalized surface, the Gd@C 82(OH)22 fullerenic nanoparticles (f-NPs) are capable of simultaneously downregulating more than 10 angiogenic factors in the mRNA level that is further confirmed at the protein level. After studying this antiangiogenesis activity of the f-NPs by cellular experiment, we further investigated its anticancer efficacy in vivo. A two-week treatment with the f-NPs decreased >40% tumor microvessels density and efficiently lowered the speed of blood supply to tumor tissues by ∼ 40%. Efficacy of the treatment using f-NPs in nude mice was comparable to the clinic anticancer drug paclitaxel, while no pronounced side effects were found. These findings indicate that the f-NPs with multiple hydroxyl groups serve as a potent antiangiogenesis inhibitor that can simultaneously target multiple angiogenic factors. We propose that using nanoscale ""particulate"" itself as a new form of medicine (particulate medicine) may be superior to the traditional ""molecular"" form of medicine (molecular medicine) in cancer treatment. © 2010 American Chemical Society."
2010-05-19,The big red shift of photoluminescence of Mn dopants in strained CdS: A case study of Mn-doped MnS-CdS heteronanostructures,"The red photoluminescence of Mn dopants in MnS-CdS heteronanostructures has been observed for the first time. The red photoluminescence at 650 nm derives from emission due to the 4T→ 6Atransition of Mn 2+ dopants in a CdS matrix exposed to gigapascal-level lattice stress. HRTEM, FFT, XRD, and optical studies revealed that the lattice of Mn-doped CdS is compressed to match that of MnS when CdS crystallizes at the MnS surface to form MnS-CdS heteronanostructures. The photoluminescence decay times of such Mn dopants are on the order of nanoseconds because of the spin-flip interactions between Mn dopants and free carriers in the CdS matrix. © 2010 American Chemical Society."
2010-05-15,Microfluidic western blot,"We develop a novel method for Western blot based on microfluidics, incorporating the internal molecular weight marker, loading control, and antibody titration in the same protocol. Compared with the conventional method which could detect only one protein, the microfluidic Western blot could analyze at least 10 proteins simultaneously from a single sample, and it requires only about 1% of the amount of antibody used in conventional Western blot. © 2010 American Chemical Society."
2010-05-06,First endohedral metallofullerene-containing polymer: Preparation and characterization of Gd@C<inf>82</inf>-polystyrene,"Metallofullerene-containing copolymers (0.12, 0.20, 0.40, and 0.60 wt % Gd@C82) were first synthesized via radical bulk copolymerization. The structures and the properties of the new polymers, Gd@C82-PS, were investigated by GPC, UV-vis spectroscopy, FTIR, 13C NMR, CV/DPV, and XPS. The polymerization behavior of the metallofullerene and the properties of the Gd@C82-PS polymers were different from those of C60-PS and PS. Gd@C82 exhibited a stronger radical-scavenging ability than that of hollow fullerenes in the polymerization. Molecular weights and the electron-accepting ability of the polymers were discussed and possible mechanisms of the influences were proposed. © 2010 American Chemical Society."
2010-05-01,Effects of ZnO nanoparticles on antioxidant enzyme system of zebrafish embryos,"The toxicity effects of nano-ZnO suspension on antioxidant enzyme system of zebrafish embryos were investigated for evaluating its potential ecotoxicity. Exposure to nano-ZnO suspension led to the decrease in glutathione (GSH) content, the inhibition in catalase (CAT) and superoxidase dismutase (SOD) activity, and the increase in MDA level of zebrafish embryo.The result demonstrates that oxidative stress was one of the mechanisms of nano-ZnO ecotoxicity."
2010-05-01,"Structures and electronic properties of M@Au<inf>6</inf> (M=Al, Si, P, S, Cl, Ar) clusters: A density functional theory investigation","The geometries and electronic properties of the 3p electrons atoms doped gold cluster: M@Au6 clusters (M=Al, Si, P, S, Cl, Ar) have been systematically investigated by using relativistic all-electron density functional theory (VPSR) and scalar relativistic effective core potential Stuttgart/Dresden (SDD) basis. Generalized gradient approximation in the Perdue-Burke-Ernzerhof (PBE) functional form is chosen for geometry optimization. A number of new isomers are obtained for neutral M@Au6 clusters. Both PBE/VPSR and PBE/SDD methods give similar lowest energy structure of each M@Au6cluster. With the exception of Ar@Au6, all doped clusters show larger relative binding energies compared with pure Au 7 cluster. It is found that all the ground-state structures of the M@Au6 clusters prefer the low symmetry structures, which is very different to the 3d transition-metal impurity doped Au6 clusters. Our results are in excellent agreement with available experiment data. © 2010 EDP Sciences, SIF, Springer-Verlag Berlin Heidelberg."
2010-04-20,Metallofullerene nanoparticles circumvent tumor resistance to cisplatin by reactivating endocytosis,"Cisplatin is a chemotherapeutic drug commonly used in clinics. However, acquired resistance confines its application in chemotherapeutics. To overcome the acquired resistance to cisplatin, it is reasoned, based on our previous findings of mediation of cellular responses by [Gd@C82(OH) 22]n nanoparticles, that [Gd@C82(OH)22]n may reverse tumor resistance to cisplatin by reactivating the impaired endocytosis of cisplatin-resistant human prostate cancer (CP-r) cells. Here we report that exposure of the CP-r PC-3-luc cells to cisplatin in the presence of nontoxic [Gd@C82(OH)22]n not only decreased the number of surviving CP-r cells but also inhibited growth of the CP-r tumors in athymic nude mice as measured by both optical and MRI. Labeling the CP-r PC-3 cells with transferrin, an endocytotic marker, demonstrated that pretreatment of the CP-r PC-3-luc cells with [Gd@C82(OH)22]n enhanced intracellular accumulation of cisplatin and formation of cisplatin-DNA adducts by restoring the defective endocytosis of the CP-r cancer cells. The results suggest that [Gd@C82(OH)22]n nanoparticles overcome tumor resistance to cisplatin by increasing its intracellular accumulation through the mechanism of restoring defective endocytosis. The technology can be extended to other challenges related to multidrug resistance often found in cancer treatments."
2010-04-12,"Enhanced exciton migration in electrospun poly[2-methoxy-5- (2′ -ethylhexyloxy)-1,4- phenylenevinylene]/poly(vinyl pyrrolidone) nanofibers","We present the studies on static and transient optical characteristics of electrospun poly[2-methoxy-5-(2′ -ethylhexyloxy)-1,4- phenylenevinylene]/ poly(vinyl pyrrolidone) (MEH-PPV/PVP) nanofibers. [6,6]-phenyl-C61 butyric acid methyl ester is mixed into the polymer matrix, working as quenchers to optical excitons. Comparing with the spin-coated films, the nanofibers exhibit enhanced exciton migration in speed and amplitude. The results are explained together with photoluminescent spectra blueshifting and longer exciton lifetime. Reduced aggregation and long-range order simultaneously induced by electric field are regarded as the mechanism for the phenomena. © 2010 American Institute of Physics."
2010-04-01,Loop-mediated isothermal amplification integrated on microfluidic chips for point-of-care quantitative detection of pathogens,"This work shows that loop-mediated isothermal amplifica-tion (LAMP) of nucleic acid can be integrated in an eight-channel microfluidic chip for readout either by the naked eye (as a result of the insoluble byproduct pyrophosphate generating during LAMP amplification) or via absorbance measured by an optic sensor; we call this system micro-LAMP (μLAMP). It is capable of analyzing target nucleic acids quantitatively with high sensitivity and specificity. The assay is straightforward in manipulation. It requires a sample volume of 0.4 μL and is complete within 1 h. The sensitivity of the assay is comparable to standard methods, where 10 fg of DNA sample could be detected under isothermal conditions (63 o°C). A real time quan-titative μLAMP assay using absorbance detection is pos-sible by integration of optical fibers within the chip. © 2010 American Chemical Society."
2010-03-24,Chemistry of carbon nanotubes in biomedical applications,"Carbon nanotubes (CNTs) have attracted great interdisciplinary interest due to their peculiar structural, mechanical and electronic properties. Applications of CNTs in biomedical research are being actively explored by many scientists worldwide. However, manipulation of CNTs is impeded by several problems, such as 1) formation of complex and entangled bundles; 2) very low solubility of CNTs in organic solvents and water; 3) inert properties of pristine CNTs under many chemical reaction conditions, etc. Chemical modification of CNTs has partly solved the above issues and is still one of the most effective means of manipulating and processing CNTs. Many bioapplications of CNTs rely on successful outer/inner surface functionalizations. This Feature Article is comprised of two main parts. In the first part, we briefly review the covalent surface chemistry for the CNT functionalization; in the second part, we focus on the biomedical applications of surface chemistry for CNTs, in particular, the chemistry for controlling biomedical functions and meanwhile lowering nanotoxicity of CNTs. We also analyze the underlying factors that led to the controversy in the previous experimental data of safety studies of CNTs. © 2010 The Royal Society of Chemistry."
2010-03-12,Applications and toxicological issues surrounding nanotechnology in the food industry,"With the rapid development of nanotechnology, the presence of nanoparticles (NPs) in commercially available products is becoming more and more common. The field of food nanotechnology has experienced significant growth over the last five years. Agricultural cultivation, food processing, food packaging, food security, and water purification are examples of the important sectors linked with nanotechnology in the food production chain. However, safety concerns about such nanotechnology and the use of nanomaterials are increasing. Many determinants for the unusual activities and toxicities of the nanomaterials involving particle size, chemical composition, surface structure, and dosage are considered as well as three main exposure routes, including inhalation, ingestion, and dermal exposure. In addition, the trends and progress for toxicity and risk evaluation of the nanomaterials used in the food industry are also reviewed, which are helpful to understand and establish a regulatory system for the further development and use of NPs in the food industry. © 2010 IUPAC."
2010-03-08,Physico-chemical behaviour and algal toxicity of nanoparticulate CeO <inf>2</inf> in freshwater,"In assessing the risks posed by nanomaterials in the environment, the overriding research challenges are to determine if nanomaterials are more toxic than the bulk forms of the same material, and the extent to which toxicity is governed by particle size and reactivity. In this study, the toxicity of nanoparticulate CeO2 (nominally 1020 nm) to the freshwater alga Pseudokirchneriella subcapitata was compared to the same material at the micron size (nominally ≤ 5 μ m). Growth inhibition experiments revealed inhibitory concentration values, giving 50% reduction in algal growth rate after 72 h (IC50), of 10.3 ± 1.7 and 66 ± 22 mg L -1 for the nanoparticles and bulk materials respectively. Cells exposed to CeO2 particles were permeable to the DNA-binding dye SYTOX® Green in a concentration-dependent manner indicating damage to the cell membrane. Screening assays to assess the oxidative activity of the particles showed that the light illumination conditions used during standard algal bioassays are sufficient to stimulate photocatalytic activity of CeO2 particles, causing the generation of hydroxyl radicals and peroxidation of a model plant fatty acid. No oxidative activity or lipid peroxidation was observed in the dark. These findings indicate that inhibitory mode of action of CeO2 to P. subcapitata is mediated by a cell-particle interaction causing membrane damage. The effect is most likely photochemically induced and is enhanced for the nanoparticulate form of the CeO2.© CSIRO 2010."
2010-03-05,Size-dependent mechanical properties of PVA nanofibers reduced via air plasma treatment,Organic nanowires/fibers have great potential in applications such as organic electronics and soft electronic techniques. Therefore investigation of their mechanical performance is of importance. The Young's modulus of poly(vinyl alcohol) (PVA) nanofibers was analyzed by scanning probe microscopy (SPM) methods. Air plasma treatment was used to reduce the nanofibers to different sizes. Size-dependent mechanical properties of PVA nanofibers were studied and revealed that the Young's modulus increased dramatically when the scales became very small (<80 nm).
2010-03-01,Preparation of anatase-type TiO<inf>2</inf> nanoparticals from Ti(SO<inf>4</inf>)<inf>2</inf> solution under hydrothermal conditions and its photocatalytic performance,"Anatase-type TiO2 fine powders were synthesized under hydrothermal condition. The precursor was obtained via precipitation route using Ti(SO4)2. The characterization of the as-prepared sample was confirmed by TEM, XRD, UV-Vis and low temperature N2 adsorption measurements(BET). The photocatalytic activity was also investigated by the degradation of methyl orange solutions. The particles of the as-synthesized sample with narrow size distribution had an average diameter of about 24 nm. The specific BET surface area of the as-synthesized sample was about 56 m 2·g-1, which is similar to the commercial TiO2(P25). The prepared materials showed the similar photocatalytic activity when compared with the performance of commercial TiO2(P25)."
2010-03-01,Therapeutic strategies underpinning the development of novel techniques for the treatment of HIV infection,"The HIV replication cycle offers multiple targets for chemotherapeutic intervention, including the viral exterior envelope glycoprotein, gp120; viral co-receptors CXCR4 and CCR5; transmembrane glycoprotein, gp41; integrase; reverse transcriptase; protease and so on. Most currently used anti-HIV drugs are reverse transcriptase inhibitors or protease inhibitors. The expanding application of simulation to drug design combined with experimental techniques have developed a large amount of novel inhibitors that interact specifically with targets besides transcriptase and protease. This review presents details of the anti-HIV inhibitors discovered with computer-aided approaches and provides an overview of the recent five-year achievements in the treatment of HIV infection and the application of computational methods to current drug design. © 2010 Elsevier Ltd. All rights reserved."
2010-02-23,[Gd@C<inf>82</inf>(OH)<inf>22</inf>]<inf>n</inf> nanoparticles induce dendritic cell maturation and activate Th1 immune responses,"Dendritic cells play a pivotal role in host immune defense, such as elimination of foreign pathogen and inhibition of tumorigenesis. In this paper, we report that [Gd@C82(OH)22]n could induce phenotypic maturation of dendritic cells by stimulating DC production of cytokines including IL-12p70, upregulating DC co-stimulatory (CD80, CD83, and CD86) and MHC (HLA-A,B,C and HLA-DR) molecules, and switching DCs from a CCL5-responsive to a CCL19-responsive phenotype. We found that [Gd@C 82(OH)22]n can induce dendritic cells to become functionally mature as illustrated by their capacity to activate allogeneic T cells. Mice immunized with ovalbumin in the presence of [Gd@C 82(OH)22]n exhibit enhanced ovalbumin-specific Th1-polarized immune response as evidenced by the predominantly increased production of IFN-, IL-1-, and IL-2. The [Gd@C82(OH) 22]n nanoparticle is a potent activator of dendritic cells and Th1 immune responses. These new findings also provide a rational understanding of the potent anticancer activities of [Gd@C82(OH) 22]n nanoparticles reported previously. © 2010 American Chemical Society."
2010-02-01,Polycationic nanoparticles as nonviral vectors employed for gene therapy in vivo,"Currently, polycationic nanoparticles (polycation) as nonviral vectors are promising to overcome the defects of traditional viral vectors. This review focuses on the recent progress and challenges to improve the transfection efficacy and circulation time of polyplexes (complexes between polycation and pDNA or oligonucleotides such as siRNA) in vivo. © 2010 Bentham Science Publishers Ltd."
2010-01-26,Use of a rapid cytotoxicity screening approach to engineer a safer zinc oxide nanoparticle through iron doping,"The establishment of verifiably safe nanotechnology requires the development of assessment tools to identify hazardous nanomaterial properties that could be modified to improve nanomaterial safety. While there is a lot of debate of what constitutes appropriate safety screening methods, one approach is to use the assessment of cellular injury pathways to collect knowledge about hazardous material properties that could lead to harm to humans and the environment. We demonstrate the use of a multiparameter cytotoxicity assay that evaluates toxic oxidative stress to compare the effects of titanium dioxide (TiO 2), cerium oxide (CeO 2), and zinc oxide (ZnO) nanoparticles in bronchial epithelial and macrophage cell lines. The nanoparticles were chosen on the basis of their volume of production and likelihood of spread to the environment. Among the materials, dissolution of ZnO nanoparticles and Zn 2+ release were capable of ROS generation and activation of an integrated cytotoxic pathway that includes intracellular calcium flux, mitochondrial depolarization, and plasma membrane leakage. These responses were chosen on the basis of the compatibility of the fluorescent dyes that contemporaneously assess their response characteristics by a semiautomated epifluorescence procedure. Purposeful reduction of ZnO cytotoxicity was achieved by iron doping, which changed the material matrix to slow Zn 2+ release. In summary, we demonstrate the utility of a rapid throughput, integrated biological oxidative stress response pathway to perform hazard ranking of a small batch of metal oxide nanoparticles, in addition to showing how this assay can be used to improve nanosafety by decreasing ZnO dissolution through Fe doping. © 2010 American Chemical Society."
2010-01-19,Fabrication of necklace-like structures via electrospinning,"We report a one-step method to fabricate necklace-like structures from zero-dimensional materials via electrospinning. PVA was used as polymer matrix for accomplishing necklace-like arrays of silica particles. We systemically investigated how the diameter of SiO2 particles, the weight ratio of PVA to SiO2, the voltage, and the relative content of PVA/SiO 2/H2O influenced the morphology of electrospun fibers. SiO2 particles with diameter of 143 nm tended to aggregate into bunches in the fibers, while 265 and 910 nm SiO2 particles tended to align along the fibers one by one, resembling necklaces. The content of water in the PVA/SiO2/H2O solution showed critical influence on the diameter of fibers and consequently determined the morphology. Too thin solutions gave birth to blackberry-like structure; too condensed solution was too hard to eject from the orifice of the needle; when the ingredient was elaborately tailored, we obtained necklace-like structures. We believe that these results can serve as references to generating other complex structures involving polymers and particles via electrospinning and that these structures will be potentially useful in photoelectric devices, drug release, and optical components. © 2009 American Chemical Society."
2010-01-15,"Probing the magnetic and structural properties of the 3d, 4d, 5d impurities encapsulated in an icosahedral Ag<inf>12</inf> cage","The geometries, electronic, and magnetic properties of the 3d, 4d, 5d impurities encapsulated in an icosahedral Ag12 cage have been systematically investigated by using relativistic all-electron density functional theory with generalized gradient approximation. The general features of the properties of 3d, 4d, 5d transition-metal atoms doped Ag12 clusters are probed and compared. It is found that the most stable structure for all M@Ag12 clusters (M=3d, 4d and 5d transition-metal atoms) is the icosahedral structure with Ih symmetries, in which the transition-metal atom is located in the center of the Ag12 cage. All doped clusters show larger relative binding energies compared with pure icosahedral Ag13 cluster, indicating that doping by 3d, 4d, 5d transition-metal atoms could stabilize the Ag12 icosahedron and form a new binary alloy cluster. The calculation of the magnetic properties demonstrates that the magnetic moments of M@Ag12 clusters vary from 0 to 4μB by doping different transition-metal atom into Ag12 icosahedron, suggesting that the transition-metal-doped Ag12 clusters could have potential utility in new nanomaterials as building blocks with tunable magnetic properties. © 2009 Elsevier B.V."
2010-01-01,Functionalization of Cloisite 30B with fluorescent dyes,"An organo-montmorillonite (Cloisite® 30B) was modified with fluorescent dyes to obtain photo-functional inorganic-organic complexes for real-time monitoring of polymer-clay nanocomposite processing. The photo-functionalization with 9-anthracenemethanol (anth) was tested using adsorption from solution, as well as dry and melt compounding. Rhodamine 6G Perchlorate (RhP) and Nile Blue A Perchlorate (NBAP) were adsorbed by cation exchange. XRD, TGA and spectrofluorimetry showed that cation exchange in water/ethanol at 80 °C, with an added amount of RhP corresponding to 25% of the initial surfactant content, followed by washing, recovering and drying, yielded the best results. The intercalation of the fluorescent dyes rearranged the paraffinic structure of the surfactant molecules by increasing the tilting angle from 37° to 49°. © 2010 Elsevier B.V."
2010-01-01,Electrochemical tuning of spin states of the endohedral metallofullerene y@C<inf>82</inf> as probed by ESR spectroelectrochemistry,
2010-01-01,"Red, green, and blue luminescence from ZnGa<inf>2</inf>O<inf>4</inf> nanowire arrays","Large-area (>1 cm2), vertically aligned ZnGa2O4, Mn2+-doped ZnGa2O4 (ZnGa2O4:Mn2+) and Cr3+-doped ZnGa2O4 (ZnGa2O4:Cr3+) nanowire arrays were synthesized by a two-step thermal evaporation method using ZnO nanowire arrays as the templates followed by reaction with Ga and/or dopant (Mn or Cr) vapors. Bright red, green, and blue luminescence was achieved, respectively, from ZnGa2O4:Cr3+, ZnGa2O4:Mn2+, and ZnGa2O4 nanowire arrays under ultra-violet light irradiation. The realization of three primary colors from one host material suggests that full color display based on ZnGa2O4 nanowires might be achievable. © 2009 American Chemical Society."
2010-01-01,"Characterization of gold nanorods in vivo by integrated analytical techniques: Their uptake, retention, and chemical forms","Integrated analytical techniques were used to study the tissue distribution and structural information of gold nanorods (Au NRs) in Sprague-Dawley rats through tail intravenous injection. Before in vivo experiments were conducted, careful characterization of Au NRs was performed. The zeta potential proved that adsorption of bovine serum albumin on Au NRs turned the surface charges from positive to negative as in an in vitro simulation. The biodistribution of Au NRs was investigated quantitatively by inductively coupled plasma mass spectrometry at different time points after injection. As target tissues, both liver and spleen were chosen to further demonstrate the intracellular localization of Au NRs by the combination of transmission electron microscopy and energy-dispersive X-ray spectroscopy. Moreover, synchrotron-radiation-based X-ray absorption spectroscopy was employed and it was observed that long-term retention of Au NRs in liver and spleen did not induce obvious changes in the oxidation states of gold. Therefore, the present systematic method can provide important information about the fates of Au NRs in vivo and can also be extended to study the biological effects of other metallic nanomaterials in the future. © 2009 Springer-Verlag."
2010-01-01,Reported nanosafety practices in research laboratories worldwide,
2010-01-01,"Experimental evaluation of individual protection devices against different types of nanoaerosols: Graphite, TiO<inf>2,</inf> and Pt","In this study different conventional individual protection devices, well-qualified for submicron particles were tested for different types of polydispersed nanoaerosols of TiO2, Pt, and graphite. The electrical mobility diameters of the generated particles are ranging from 9 to 19 nm for Pt, 9 to 90 nm for TiO2, and 15 to 90 nm for graphite. Toward this purpose, two specific test benches were used: one for the filter-based devices which are tested under a controlled air flow, and the other one for protective clothing and gloves under diffusion and without air flow. Different types of nanoaerosols, such as TiO2, Pt, and graphite, were generated. Electrostatic and HEPA (High Efficiency Particle Air) filters have shown the highest efficiency for graphite nanoparticles. The main hypothesis for explaining this effect is that electrostatic forces could enhance the graphite nanoparticles capture. Air-tight fabrics made of non-woven textile seem much more efficient in protecting workers against Pt, and TiO2 nanoparticles than cotton and polypropylene. With regard to protective clothing, no obvious effect linked to the aerosol type was observed. Gloves are found very efficient for TiO2 and Pt nanoaerosols. Therefore, no effect of aerosol on the protection efficiency of gloves was evidenced. © 2009 Springer Science+Business Media B.V."
2010-01-01,Circumventing tumor resistance to chemotherapy by nanotechnology.,"Patient relapse and metastasis of malignant cells is very common after standard cancer treatment with surgery, radiation, and/or chemotherapy. Chemotherapy, a cornerstone in the development of present day cancer therapy, is one of the most effective and potent strategies to treat malignant tumors. However, the resistance of cancer cells to the drugs remains a significant impediment to successful chemotherapy. An additional obstacle is the inability of chemotherapeutic drugs to selectively target tumor cells. Almost all the anticancer agents have severe side effects on normal tissues and organs. The toxicity of currently available anticancer drugs and the inefficiency of chemotherapeutic treatments, especially for advanced stages of the disease, have limited the optimization of clinical drug combinations and effective chemotherapeutic protocols. Nanomedicine allows the release of drugs by biodegradation and self-regulation of nanomaterials in vitro and in vivo. Nanotechnologies are characterized by effective drug encapsulation, controllable self-assembly, specificity and biocompatibility as a result of their own material properties. Nanotechnology has the potential to overcome current chemotherapeutic barriers in cancer treatment, because of the unique nanoscale size and distinctive bioeffects of nanomaterials. Nanotechnology may help to solve the problems associated with traditional chemotherapy and multidrug resistance."
